timestamp,offer,offer_dss,offer_final,prop_time_spent,prop_time_spent_dss,ai_nb_calls,ai_calls_count_repeated,completion_code,feedback_understanding,feedback_alternative,feedback_explanation,feedback_accuracy,ai_calls_pauses,ai_calls_offers,ai_calls_acceptance_probability,ai_calls_best_offer_probability,job_id,worker_id,prop_worker_id,resp_worker_id,min_offer,model_type,resp_rowid,min_offer_dss,feedback_ai_offers,feedback_fairness_against_ai,min_offer_final,resp_time_spent,ai_offer
2021-07-01 18:30:14.259340,50,50,50,0,0,1,3,prop:VNBmK,2,1,7,40_percent,0,0,0.0069,0.0489,38F60IALBJNPAQJAR8J7V8Y5H2OT0C,auto_#####1717e7ce-4408-4766-8e62-d7c2e54a5df0,auto_#####1717e7ce-4408-4766-8e62-d7c2e54a5df0,A1ET0#####1YJJ,55,real,1,75,7,1,75,14,50
2021-07-01 18:44:01.729567,50,50,50,0,0,1,3,prop:51cXV,4,3,5,60_percent,0,0,0.0069,0.0489,38F60IALBJNPAQJAR8J7V8Y5H2OT0C,auto_#####0b6506c0-d5aa-4781-bcc2-9ba1781ee3dc,auto_#####0b6506c0-d5aa-4781-bcc2-9ba1781ee3dc,A2F5Q#####7KF7,0,real,2,0,4,2,0,27,50
2021-07-01 18:54:26.020413,50,50,50,0,0,1,3,prop:8aHfF,5,5,4,40_percent,0,0,0.0069,0.0489,31MCUE39CNSHMDW1QV2JYNHNUK4G3P,auto_#####0d9e5e1e-5752-4f1f-99d4-837ea7571d8d,auto_#####0d9e5e1e-5752-4f1f-99d4-837ea7571d8d,A15T9#####3X7Q,50,real,3,50,4,1,50,9,50
2021-07-01 18:55:25.417269,50,50,50,0,0,1,3,prop:PpkTk,2,3,3,100_percent,0,0,0.0069,0.0489,31MCUE39CNSHMDW1QV2JYNHNUK4G3P,auto_#####a2cca62d-53cf-4f54-a317-b9a2cc4b8863,auto_#####a2cca62d-53cf-4f54-a317-b9a2cc4b8863,A10IW#####H7AN,40,real,4,30,5,6,30,11,50
2021-07-01 18:57:56.342144,50,50,50,0,0,1,3,prop:oL67s,2,2,4,20_percent,0,0,0.0069,0.0489,31MCUE39CNSHMDW1QV2JYNHNUK4G3P,auto_#####6238bf6c-7b11-4d42-a206-75c6796a8b45,auto_#####6238bf6c-7b11-4d42-a206-75c6796a8b45,A3KK1#####0N1Z,50,real,5,50,6,6,50,10,50
2021-07-01 19:00:46.623843,50,50,50,0,0,1,3,prop:pbOWr,6,4,5,40_percent,0,0,0.0069,0.0489,31MCUE39CNSHMDW1QV2JYNHNUK4G3P,auto_#####1d744096-c76c-4fdb-a704-c972e4310242,auto_#####1d744096-c76c-4fdb-a704-c972e4310242,A90B6#####6OY,45,real,6,50,1,1,50,22,50
2021-07-01 19:00:58.128045,50,50,50,0,0,1,3,prop:Bg8ej,6,5,3,0_percent,0,0,0.0069,0.0489,31MCUE39CNSHMDW1QV2JYNHNUK4G3P,auto_#####6033a583-31e4-4601-b5b8-7fbfad3d2b94,auto_#####6033a583-31e4-4601-b5b8-7fbfad3d2b94,A1UIE#####QLH4,50,real,7,50,6,5,50,21,50
2021-07-01 19:00:58.642698,50,50,50,0,0,1,3,prop:WYbM3,6,5,7,100_percent,0,0,0.0069,0.0489,31MCUE39CNSHMDW1QV2JYNHNUK4G3P,auto_#####3aa3603c-f851-4db7-8c74-a8608155765e,auto_#####3aa3603c-f851-4db7-8c74-a8608155765e,A1VXD#####97OF,25,real,8,25,3,4,25,14,50
2021-07-01 19:01:09.220539,50,50,50,0,0,1,3,prop:dfMjA,1,1,5,20_percent,0,0,0.0069,0.0489,38F60IALBJNPAQJAR8J7V8Y5H2OT0C,auto_#####2ebdc702-610f-4f38-8097-720df230cbb7,auto_#####2ebdc702-610f-4f38-8097-720df230cbb7,A3O60#####DYB2,55,real,9,50,6,6,50,27,50
2021-07-01 19:03:10.271256,50,50,50,0,0,1,3,prop:Wib2l,4,2,6,60_percent,0,0,0.0069,0.0489,38F60IALBJNPAQJAR8J7V8Y5H2OT0C,auto_#####c5171fc9-d410-461c-ad9d-891fb371ae1a,auto_#####c5171fc9-d410-461c-ad9d-891fb371ae1a,ATJ92#####76Z,50,real,10,50,3,3,50,13,50
2021-07-01 19:03:41.481738,50,50,50,0,0,1,3,prop:4yh0C,5,1,4,100_percent,0,0,0.0069,0.0489,31MCUE39CNSHMDW1QV2JYNHNUK4G3P,auto_#####00ef24f2-74e4-4e27-9bfb-a3582e1440ed,auto_#####00ef24f2-74e4-4e27-9bfb-a3582e1440ed,A1BT5#####BIJY,25,real,11,40,6,1,40,19,50
2021-07-01 19:04:26.865338,50,50,50,0,0,1,3,prop:KnxVV,1,5,5,0_percent,0,0,0.0069,0.0489,31MCUE39CNSHMDW1QV2JYNHNUK4G3P,auto_#####d673edc6-bdc7-4f3a-99ed-8bdd9fe9fd8d,auto_#####d673edc6-bdc7-4f3a-99ed-8bdd9fe9fd8d,A1SXF#####M8SP,100,real,12,100,3,4,100,28,50
2021-07-01 19:04:53.559031,50,50,50,0,0,1,3,prop:h8xks,1,4,7,100_percent,0,0,0.0069,0.0489,31MCUE39CNSHMDW1QV2JYNHNUK4G3P,auto_#####f8ef50c1-3269-49b1-86d3-b16950a162e6,auto_#####f8ef50c1-3269-49b1-86d3-b16950a162e6,A225T#####JEDX,100,real,13,100,5,6,100,19,50
2021-07-01 19:06:17.824680,50,50,50,0,0,1,3,prop:F4KdJ,7,5,1,80_percent,0,0,0.0069,0.0489,38F60IALBJNPAQJAR8J7V8Y5H2OT0C,auto_#####64b96b7f-c8ec-42f1-8086-f54a2d462f1e,auto_#####64b96b7f-c8ec-42f1-8086-f54a2d462f1e,ATCSO#####PPF,50,real,14,50,5,3,50,14,50
2021-07-01 19:06:27.655819,50,50,50,0,0,1,3,prop:LnxOf,4,6,1,0_percent,0,0,0.0069,0.0489,31MCUE39CNSHMDW1QV2JYNHNUK4G3P,auto_#####abaa343d-fa5b-400a-a65b-1df1603aa5d3,auto_#####abaa343d-fa5b-400a-a65b-1df1603aa5d3,A3BOK#####J16O,50,real,15,50,5,4,50,12,50
2021-07-01 19:07:05.324118,50,50,50,0,0,1,3,prop:trzrC,7,4,3,40_percent,0,0,0.0069,0.0489,31MCUE39CNSHMDW1QV2JYNHNUK4G3P,auto_#####f2f0b974-6823-4871-bde9-70bdb2a1fdf0,auto_#####f2f0b974-6823-4871-bde9-70bdb2a1fdf0,A304U#####1J89,30,real,16,30,4,1,30,5,50
2021-07-01 19:09:23.338022,50,50,50,0,0,1,3,prop:b9Ore,7,3,1,0_percent,0,0,0.0069,0.0489,31MCUE39CNSHMDW1QV2JYNHNUK4G3P,auto_#####7ae32373-f7cf-418d-b959-90deb262f536,auto_#####7ae32373-f7cf-418d-b959-90deb262f536,A3DM8#####DGR,40,real,17,45,6,1,45,36,50
2021-07-01 19:10:10.344860,50,50,50,0,0,1,3,prop:fdAMW,6,2,2,80_percent,0,0,0.0069,0.0489,31MCUE39CNSHMDW1QV2JYNHNUK4G3P,auto_#####47e14358-fbd3-4012-9fa2-51088039e1a7,auto_#####47e14358-fbd3-4012-9fa2-51088039e1a7,A1P2R#####S5BT,30,real,18,30,5,6,30,15,50
2021-07-01 19:10:28.221956,50,50,50,0,0,1,3,prop:e6reC,7,1,5,80_percent,0,0,0.0069,0.0489,31MCUE39CNSHMDW1QV2JYNHNUK4G3P,auto_#####bc36be05-2e7f-4d07-865a-b14c5d9308e9,auto_#####bc36be05-2e7f-4d07-865a-b14c5d9308e9,ACEH0#####N3K,40,real,19,35,2,2,35,136,50
2021-07-01 19:11:04.740415,50,50,50,0,0,1,3,prop:oPF8K,4,1,6,60_percent,0,0,0.0069,0.0489,31MCUE39CNSHMDW1QV2JYNHNUK4G3P,auto_#####c55d2659-17cb-44e3-b1ca-014188294c1b,auto_#####c55d2659-17cb-44e3-b1ca-014188294c1b,AWFHJ#####UMK,25,real,20,10,5,5,10,7,50
2021-07-01 19:11:08.887955,50,50,50,0,0,1,3,prop:vpdEu,7,6,5,40_percent,0,0,0.0069,0.0489,31MCUE39CNSHMDW1QV2JYNHNUK4G3P,auto_#####38d7791b-febe-49e5-81f0-d084f97cddef,auto_#####38d7791b-febe-49e5-81f0-d084f97cddef,A37XB#####33FE,50,real,21,50,4,1,50,9,50
2021-07-01 19:11:18.938830,50,50,50,0,0,1,3,prop:0LRgD,6,5,1,60_percent,0,0,0.0069,0.0489,31MCUE39CNSHMDW1QV2JYNHNUK4G3P,auto_#####8c279bcf-4221-4660-9af9-23bce827bf06,auto_#####8c279bcf-4221-4660-9af9-23bce827bf06,A3P57#####KNCE,70,real,22,60,5,7,60,12,50
2021-07-01 19:11:45.571082,50,50,50,0,0,1,3,prop:wVBKK,1,5,6,no_clue,0,0,0.0069,0.0489,31MCUE39CNSHMDW1QV2JYNHNUK4G3P,auto_#####5b3898a9-aaa0-43a8-a958-ead290092c1a,auto_#####5b3898a9-aaa0-43a8-a958-ead290092c1a,A24PR#####KGO3,25,real,23,50,5,5,50,11,50
2021-07-01 19:11:57.496345,50,50,50,0,0,1,3,prop:wU70o,2,1,3,20_percent,0,0,0.0069,0.0489,31MCUE39CNSHMDW1QV2JYNHNUK4G3P,auto_#####cfdda270-9cf0-4cf6-ad16-c78f0ef2b786,auto_#####cfdda270-9cf0-4cf6-ad16-c78f0ef2b786,A1M2O#####DO0U,10,real,24,5,5,5,5,12,50
2021-07-01 19:12:49.021575,50,50,50,0,0,1,3,prop:rAqaD,1,1,6,40_percent,0,0,0.0069,0.0489,31MCUE39CNSHMDW1QV2JYNHNUK4G3P,auto_#####3a6a70ff-571f-4c69-888c-6393f3e686a2,auto_#####3a6a70ff-571f-4c69-888c-6393f3e686a2,A1XYT#####DKRT,55,real,25,55,3,4,55,19,50
2021-07-01 19:12:58.942084,50,50,50,0,0,1,3,prop:k2kvC,3,1,1,no_clue,0,0,0.0069,0.0489,31MCUE39CNSHMDW1QV2JYNHNUK4G3P,auto_#####744ee7ad-02fa-4a75-917b-d89740c13c3e,auto_#####744ee7ad-02fa-4a75-917b-d89740c13c3e,A292N#####O16T,100,real,26,95,5,4,95,10,50
2021-07-01 19:13:07.845368,50,50,50,0,0,1,3,prop:DhlWu,4,1,5,no_clue,0,0,0.0069,0.0489,31MCUE39CNSHMDW1QV2JYNHNUK4G3P,auto_#####a06fde0a-1ca9-4d08-b7c1-aaf510654c4c,auto_#####a06fde0a-1ca9-4d08-b7c1-aaf510654c4c,AK6Y1#####T3A,50,real,27,50,6,4,50,10,50
